id originale,Cote,Auteur.trice,Titre,Année originale,Année,Genre textuel,Domaine,Page,cotexte gauche,pivot (cible),cotexte droit,-5,-4,-3,-2,-1,TEMPS (forme),pour/à (forme),SOI (forme),1,2,3,tri,tri_notes,TEMPS (u.l.),pour/à (u.l.),SOI (u.l.),TEMPS_nombre,SOI_personne,SOI_nombre,verbe combiné (u.l.),verbe_mode,négation
827,R239,SARTRE Jean-Paul,"Lettres au castor et à quelques autres, vol. I (1926-1939)",1983,1983,Ecrits non fictionnels,non renseigné,460,à sonner . Ou alors les secrétaires venaient se faire expliquer . Je n' ai pu bien entendu ni lire ni écrire ni faire quoi que ce soit et maintenant que j' ai un peu plus de,temps à moi,", mes trois acolytes sont venus me faire visite et batifolent en touchant à tout . Ça va durer jusqu' à demain midi , cette plaisanterie . Et ça reprendra tous les six jours",ai,un,peu,plus,de,temps,à,moi,",",mes,trois,,,,,,,,,,,
828,R240,SARTRE Jean-Paul,"Lettres au Castor et à quelques autres, vol. II (1940-1963)",1983,1983,Ecrits non fictionnels,non renseigné,219,". Et puis je suis inquiet de sa maladie . Elle ne m' en dit rien , qu' en savez -vous , mon petit ? C' est drôle , elle devient de plus en plus «  mon enfant  » , comme Z. l' a été un",temps pour vous,". Cette fois , j' en ai assez de la laisser tomber chaque fois qu' elle a besoin de moi avec de bonnes paroles . Je viens de lui écrire que si elle veut et si les délais ne sont pas",Z.,l',a,été,un,temps,pour,vous,.,Cette,fois,non,,temps,pour,vous,sing,2,?,,,
829,R240,SARTRE Jean-Paul,"Lettres au Castor et à quelques autres, vol. II (1940-1963)",1983,1983,Ecrits non fictionnels,non renseigné,222,"on aime et ça ne me paraît pas non plus naturel : ce qui est naturel , c' est qu' on les voie pompeusement et avec un peu de frénésie de temps en temps et puis qu' on pense tout le",temps à eux,"de loin . Je limite mes souhaits à avoir plus souvent des permissions . Et encore , cela même est impossible puisque , comme vous le savez , elles sont pour le quart d' heure",qu',on,pense,tout,le,temps,à,eux,de,loin,.,,,,,,,,,,,
830,R240,SARTRE Jean-Paul,"Lettres au Castor et à quelques autres, vol. II (1940-1963)",1983,1983,Ecrits non fictionnels,non renseigné,311,"ou après-demain mon amour , mon charmant Castor , je vous embrasse sur votre belle figure bronzée . À SIMONE DE BEAUVOIR Jeudi 8 [ été ] Mon charmant Castor J' ai bien du",temps pour vous,"écrire . Je devais aller voir jouer Tania au théâtre de Lancry ( c' est sa troisième représentation , elle n' a pas voulu que j' assiste aux précédentes ) ; mais le",Castor,J',ai,bien,du,temps,pour,vous,écrire,.,Je,,,,,,,,,,,
831,R532,CLUNY Claude Michel,Un jeune homme de Venise,1983,1983,Ecrits fictionnels,non renseigné,65,", qui est noirci . Elle aperçoit l' abbé . - Je vais vous dire adieu , murmurait Saint-Sever . Elle voit l' abbé qui revient à leur table . Il fait très chaud . Oui , il est",temps pour lui,"de partir . Elle pense que quelque chose s' effondre entre eux , dans le bruit des chaises , des tasses , les rires . Un homme se lève et crie , furieux , duce ! duce ! en jetant son",.,Oui,",",il,est,temps,pour,lui,de,partir,.,,,,,,,,,,,
832,S187,MENDÈS-FRANCE Pierre,Œuvres complètes. 1. S'engager. 1922-1943.,1984,1984,non renseigné,politique,403,"recueillies à la radio , en écoutant les émissions de Londres ! Malheureusement , la tentative sur Dakar fut bientôt abandonnée et notre informateur renonça pour un",temps à nous,"manifester sa sympathie . Peu après , il était même devenu l' un des gardiens les plus hostiles . J' ai parlé déjà de Philippe de Rothschild , arrêté sous l'",notre,informateur,renonça,pour,un,temps,à,nous,manifester,sa,sympathie,non,,temps,à,nous,sing,1,plur,,,
833,S187,MENDÈS-FRANCE Pierre,Œuvres complètes. 1. S'engager. 1922-1943.,1984,1984,non renseigné,politique,403,"contre lui , et que son internement était arbitraire , il craignait de le voir se prolonger et il se laissait aller au découragement et au pessimisme . Nous passions notre",temps à lui,"remonter le moral , ce qui n' était pas commode , car le nôtre , bien souvent , n' était pas brillant non plus . Parfois , il faut bien l' avouer , K. nous servait de tête de Turc :",pessimisme,.,Nous,passions,notre,temps,à,lui,remonter,le,moral,,,,,,,,,,,
834,S187,MENDÈS-FRANCE Pierre,Œuvres complètes. 1. S'engager. 1922-1943.,1984,1984,non renseigné,politique,622,"est « Langer fils » ) . Polytechnicien , intelligent , rapide , de l' autorité et des idées claires . Je ne sais pas s' il m' aime beaucoup . Supporte son frère , qui passe son",temps à lui,"demander quelque chose , un avion , un vol , un coup de main . Calme , bien élevé . Beaucoup mieux que le fils , de plus en plus sûr de lui , prétentieux et bruyant . J' ai dû l'",frère,",",qui,passe,son,temps,à,lui,demander,quelque,chose,non,,temps,à,lui,sing,3,sing,,,
835,R832,DORIN Françoise,Les jupes-culottes,1984,1984,Ecrits fictionnels,littérature,32,content de voir ma fille . Je pensais que dans son métier elle avait peut-être eu l' occasion de l' approcher ou d' entendre parler d' elle . Je n' ai pas attendu trois,minutes pour lui,"demander avec un maximum d' indifférence : — Tu ne connaîtrais pas par hasard la directrice des instituts L.L. ? — Moi , non . Mais maman , sûrement si . Elle est",n',ai,pas,attendu,trois,minutes,pour,lui,demander,avec,un,,,,,,,,,,,
836,R832,DORIN Françoise,Les jupes-culottes,1984,1984,Ecrits fictionnels,littérature,193,", par exemple , je trouve plein de charme à son ton bourru : — C' est vrai , quoi ! Bâti comme tu l' es , tu aurais sûrement été très doué pour le sport ! Je ne perds pas mon",temps à lui,"apprendre que , dans ma prime jeunesse , j' ai joué au football , au volley-ball , au hand-ball — contrairement à elle , rien que des sports d' équipe — et qu'",Je,ne,perds,pas,mon,temps,à,lui,apprendre,que,",",,,,,,,,,,,
837,R188,ALTHUSSER Louis,L'Avenir dure longtemps,1985,1985,Ecrits non fictionnels,littérature,215,: il advient qu' une lettre ne parvient pas à son destinataire . Que pensez -vous de sa thèse qu' il dit matérialiste ?   » Lacan réfléchit bien dix minutes ( dix,minutes pour lui,"! ) et répondit simplement : « Althusser n' est pas un praticien .   » Je compris qu' il avait raison : de fait , dans les rapports de transfert de la cure , l' espace affectif",bien,dix,minutes,(,dix,minutes,pour,lui,!,),et,,,,,,,,,,,
838,R759,LASAYGUES Frédéric,"Vache noire, hannetons et autres insectes",1985,1985,Ecrits fictionnels,non renseigné,136,". L' odeur me rappelle les jeudis après-midi au club de foot . Comme on arrêtait pas de se foutre sur la gueule « sportivement » , l' entraîneur , M. Leneux , y passait son",temps à nous,siffler des penalties et à nous pommader tibias et autres ossements à portée des coups de tatane . On s' marrait ! « Tiens . Tu veux tirer dessus ? » j' fais en passant le,Leneux,",",y,passait,son,temps,à,nous,siffler,des,penalties,,,,,,,,,,,
839,E037,MAURIAC Claude,Bergère ô tour Eiffel,1985,1985,Ecrits non fictionnels,littérature,28,"de la brusque réalité et le temps de cafard dure autant que votre véritable et coutumière personnalité n' a pas vaincu votre éphémère double , substitué un",moment à vous,"-même . Je travaille jusqu' à 11 heures . Reçu mon mois , cinquante francs . Lundi 11 janvier . Jean D. , François Neuburger , Merzbach et moi faisons de grands projets pour",éphémère,double,",",substitué,un,moment,à,vous,-même,.,Je,,,,,,,,,,,
840,E037,MAURIAC Claude,Bergère ô tour Eiffel,1985,1985,Ecrits non fictionnels,littérature,477,"C' était un pâle désastre sans douleur . Léon Bouchard , du pays des morts , erre dans son jardin . C' est ainsi qu' il le voit . Qu' il l' a vu au temps même ( mais il n' y a plus de",temps pour lui,") où nous étions heureux ici , nous , ses descendants oublieux , réunis autour de sa petite-fille devenue cette vieille dame . C' est cela aussi la mort , pense -t-il , celle",n',y,a,plus,de,temps,pour,lui,),où,nous,,,,,,,,,,,
841,R813,DJIAN Philippe,37°2 le matin,1985,1985,Ecrits fictionnels,non renseigné,158,"tendus dans tous les sens , des espèces de ferrailles coupantes , somme toute c' était un engin assez dangereux , une mécanique un peu écoeurante qui attendait le bon",moment pour vous,"arracher une main . J' ai repéré une grosse pédale sur le côté . Je me suis levé , j' ai fait de la place autour du canapé , j' ai cramponné le dossier et j' ai enfoncé mon",écoeurante,qui,attendait,le,bon,moment,pour,vous,arracher,une,main,,,,,,,,,,,
842,R813,DJIAN Philippe,37°2 le matin,1985,1985,Ecrits fictionnels,non renseigné,274,"Il a reculé d' un pas en titubant et moi qui avais pas une seule goutte d' alcool dans les veines , j' ai vu tout le chemin qui nous séparait . C' était pas la peine que je perde mon",temps à lui,"expliquer quoi que ce soit . Je lui ai collé le verre dans les mains et je l' ai attrapé par un bras pour le tourner dans la bonne direction . Je l' ai poussé . - Va , je ne te hais",peine,que,je,perde,mon,temps,à,lui,expliquer,quoi,que,,,,,,,,,,,
843,S799,KOLTÈS Bernard-Marie,Quai ouest,1985,1985,Ecrits fictionnels,littérature,87,"une femme , en vivant à côté , dans les formes , non pas comme un pauvre type hait un homme du monde , mais comme la peau hait le vitriol . Ne perdons pas , s' il vous plaît , de",temps à nous,"regarder . J' ai froid , j' ai mal au pied , j' ai mal partout , je n' en peux plus . ( Il tend la crosse de l' arme à Abad . ) Vous voyez bien que je suis malade . Aidez -moi . Abad pose la",il,vous,plaît,",",de,temps,à,nous,regarder,.,J',,,,,,,,,,,
844,S188,MENDÈS-FRANCE Pierre,Œuvres complètes. 2. Une politique de l'économie. 1943-1954.,1985,1985,non renseigné,politique,541,"donnent un pareil spectacle et un pareil exemple — de voisins qui sont d' autre part nos concurrents , sur le plan économique comme sur le plan politique — , il est grand",temps pour nous,"de choisir à notre tour et de nous mettre au travail , avec cette lucidité et cette clairvoyance qui ont manqué à notre politique passée . DERNIER RÉQUISITOIRE",—,",",il,est,grand,temps,pour,nous,de,choisir,à,,,,,,,,,,,
845,R674,THÉRAME Victoria,Bastienne,1985,1985,Ecrits fictionnels,non renseigné,156,". Bastienne sait depuis longtemps qu' elle plaît à China . Mais China est submergée par son boulot , le militantisme et son entraînement . Si elle a trouvé du",temps à lui,"consacrer , c' est que Killy l' envoie aux renseignements . Bastienne attaque encore : - T' as l' air crevée , toi ! - Aucune importance , je sens plus rien . Je suis au-delà . Je",Si,elle,a,trouvé,du,temps,à,lui,consacrer,",",c',,,,,,,,,,,
846,R819,QUEFFÉLEC Yann,Les Noces barbares,1985,1985,Ecrits fictionnels,non renseigné,203,"réponds . » Assise en face de lui , Fine écrasait du pain dans la crème étalée sur son café . « Si t' y réponds , tu peux me dire à qui . - à ma mère ... Elle m' écrit tout le",temps à moi,. Faut bien que j' y réponde un coup . - Si c' est vrai t' as bien raison . Et même si c' est pas vrai d' ailleurs . Pourquoi qu' elle est pas venue l' autre jour ? - C' est moi qui,Elle,m',écrit,tout,le,temps,à,moi,.,Faut,bien,,,,,,,,,,,
847,S300,ORMESSON Jean d',Tous les hommes sont fous,1986,1986,Ecrits fictionnels,non renseigné,71,", tu es trop grand maintenant pour croire au Père Noël . Je suis bien heureuse de savoir tes succès à Trinity College . Rien ne pouvait me faire plus de plaisir . Mais il est",temps pour toi,"de te consacrer au monde réel . Il t' attend ici avec beaucoup de responsabilités et ma tendre affection . Chère grand-mère , répondait Carlos avec une ombre d' ironie ,",plaisir,.,Mais,il,est,temps,pour,toi,de,te,consacrer,,,,,,,,,,,
848,S300,ORMESSON Jean d',Tous les hommes sont fous,1986,1986,Ecrits fictionnels,non renseigné,341,. Je resterai avec Carlos . Carlos s' agaçait . Est -ce que Barcelone sur le point de tomber était une place pour une jeune fille qui n' avait pas vingt ans ? Il était grand,temps pour elle,de retourner à Glangowness et de retrouver les siens . Bien sûr . Je comprenais Carlos . Je le comprenais d' autant mieux que je voyais obscurément se dessiner quelque,ans,?,Il,était,grand,temps,pour,elle,de,retourner,à,non,,temps,pour,elle,sing,3,sing,,,
849,S632,WEYERGANS François,La Vie d'un bébé,1986,1986,Ecrits fictionnels,non renseigné,11,"en naissant , en croissant , en vivant , en mourant . Voltaire Est -il bien indiqué que je commence à écrire une préface ? Juste avant de naître ? Alors que je n' ai plus un",moment à moi,? Je viens à peine de terminer mon dernier chapitre . Ce sera moins une préface qu' une volte-face . Est -ce que ça vous épate qu' un petit foetus comme moi connaisse le mot,je,n',ai,plus,un,moment,à,moi,?,Je,viens,,,,,,,,,,,
850,R150,DOLTO Françoise,Enfances,1986,1986,non renseigné,non renseigné,113,"est quand le jeudi ou le dimanche on n' allait pas au musée . Pour lui , c' était la plus grande privation . Et au musée , c' était le monde qui se découvrait à lui : et en même",temps à moi,", dans les questions qu' il me posait . Après ça , l' institutrice s' est beaucoup occupée de lui . Je crois qu' il a été son élève le plus attachant . Moi , j' ai été prise",lui,:,et,en,même,temps,à,moi,",",dans,les,non,,temps,à,moi,sing,1,sing,,,
851,E072,MAURIAC Claude,Mauriac et fils,1986,1986,Ecrits non fictionnels,littérature,393,de les rendre publiques dans sa presse et sur les écrans de sa télévision au point de les transformer en matériel de propagande . C' est pourquoi nous pensons qu' il est,temps pour nous,"de prendre à notre tour la parole à propos d' Olivier Roux et de Jackie Challot . Ils ne sont pas des porteurs de bombes à la solde d' une propagande quelconque , ils sont des",nous,pensons,qu',il,est,temps,pour,nous,de,prendre,à,,,,,,,,,,,
852,E072,MAURIAC Claude,Mauriac et fils,1986,1986,Ecrits non fictionnels,littérature,431,"? Paris , lundi 21 février 1977 . Ma vue a beaucoup baissé depuis ma dernière visite , il y a six mois . Le professeur Pouliquen s' en étonne ; me dit que c' est le plus mauvais",moment pour moi,", le plus difficile ; qu' il m' opérera lorsque vraiment je n' y tiendrai plus ( je lis déjà de plus en plus difficilement et , ce qui est plus grave , de moins en moins",c',est,le,plus,mauvais,moment,pour,moi,",",le,plus,,,,,,,,,,,
853,E072,MAURIAC Claude,Mauriac et fils,1986,1986,Ecrits non fictionnels,littérature,505,". Le père avait un autre dîner , important ( il me l' a dit lui -même , l' ambassadeur nous l' avait appris lors de notre arrivée ) , qu' il a décommandé au dernier",moment pour nous,"rencontrer . En nous accueillant , Jane Debenest , nous avait donc annoncé la venue du père Cardenal . Mais on ne pouvait jamais être sûr qu' il viendrait . Elle était un",il,a,décommandé,au,dernier,moment,pour,nous,rencontrer,.,En,,,,,,,,,,,
854,S541,TOUSSAINT Jean-Philippe,Monsieur,1986,1986,Ecrits fictionnels,non renseigné,37,"répartis sur l' édredon , il progressait dans son travail à un rythme soutenu . Assis à son bureau , Monsieur tapait le texte à la machine , relevant la tête de temps en",temps pour lui,"demander quelque précision . Les premiers jours , perdu dans ses notes et très fébrile , Kaltz s' irritait d' être interrompu , un peu trop souvent disait -il , par les",la,tête,de,temps,en,temps,pour,lui,demander,quelque,précision,,,,,,,,,,,
855,S189,MENDÈS-FRANCE Pierre,"Œuvres complètes. 3. Gouverner, c'est choisir. 1954-1955.",1986,1986,non renseigné,politique,676,", et sans vouloir s' engager , tout en soulignant l' importance qu' il attachait au Centre - Viêt-nam et à Hué , M. Ta Quang Buu nous dit qu' il n' était pas habilité pour le",moment à nous,donner une réponse mais qu' il réfléchirait à cette question et aux suggestions que nous avions faites dans ce domaine . » ( La question posée par le général,était,pas,habilité,pour,le,moment,à,nous,donner,une,réponse,,,,,,,,,,,
856,Q991,PONTALIS Jean-Bertrand,L'amour des commencements,1986,1986,Ecrits fictionnels,non renseigné,178,"pas ? Et , nous le savons , pour une seule vie , il y a cent biographies possibles . Et , nous le savons aussi , la force du récit tient à sa défaillance . Nous passons notre",temps à nous,"inventer des histoires vraies , nous contentant comme les historiens professionnels de changer , sous la pression du présent , la version des événements sans jamais",défaillance,.,Nous,passons,notre,temps,à,nous,inventer,des,histoires,,,,,,,,,,,
857,E128,PENNAC Daniel,La Fée Carabine,1987,1987,Ecrits fictionnels,littérature,97,"une jeunette , le long de la rue de Tourtille . Elle était vieille . Elle était veuve . Elle était d' origine russe . Elle portait un petit sac en croco , dernier vestige de son",temps à elle,. Mais elle souriait . L' horizon semblait dégagé devant elle . Un jeune flic à blouson de cuir la suivait des yeux . Il la trouvait imprudente de rêvasser dans Belleville,",",dernier,vestige,de,son,temps,à,elle,.,Mais,elle,,,,,,,,,,,
858,E128,PENNAC Daniel,La Fée Carabine,1987,1987,Ecrits fictionnels,littérature,327,": pas de visite au vieux Stojilkovicz . Ça sentait l' encre fraîche , la gitane , la double sueur des pinglos et des neurones . Ça sentait le bon boulot de la tête . — Pas une",minute à moi,", mes petits . Publius Vergilius Maro ne se laisse pas traduire en croate comme ça , et je n' en ai pris que pour huit mois . Il nous poussait vers la porte . — Même les arbres ,",tête,.,—,Pas,une,minute,à,moi,",",mes,petits,,,,,,,,,,,
859,R451,MERTENS Pierre,Les Éblouissements,1987,1987,Ecrits fictionnels,non renseigné,89,"un médecin qui s' est spécialisé dans les gonorrhées et les chancres durs ou mous , et un poète qui a , d' entrée de jeu , joué banco avec les cartes funèbres du tarot . Le",temps pour lui,"de rencontrer une comédienne qui se prénomme Edith , mais dont le nom de scène est Éva , le temps de l' épouser , de concevoir un enfant , et un illuminé tire un coup de feu",funèbres,du,tarot,.,Le,temps,pour,lui,de,rencontrer,une,,,,,,,,,,,
860,S190,MENDÈS-FRANCE Pierre,Œuvres complètes. 4. Pour une République moderne. 1955-1962.,1987,1987,non renseigné,non renseigné,619,"nos voisins ( et concurrents ) allemands , italiens , néerlandais ... ainsi que l' amélioration de leurs niveaux de vie sont beaucoup plus rapides que les nôtres . Il est",temps pour nous,"de réviser une politique économique digne du XIXe siècle , de cesser de gaspiller tant de nos ressources productives en les laissant inemployées ou en les consacrant",les,nôtres,.,Il,est,temps,pour,nous,de,réviser,une,,,,,,,,,,,
861,R727,BAYON ,Le Lycéen,1987,1987,Ecrits fictionnels,non renseigné,150,-je y passer mes jours et mes nuits ; 2 ) que les Rocks les plus terribles étaient directement liés à mon état de délabrement intellectuel avancé ; 3 ) qu' il était,temps pour moi,de leur servir une de ces insolences dernières bien senties dont ils raffolaient : « Je vous emmerde . Foutez -moi la paix . Meeeeeerde ! » C' est ça que j' ai fini par leur,3,),qu',il,était,temps,pour,moi,de,leur,servir,,,,,,,,,,,
862,E078,ERNAUX Annie,Une femme,1987,1987,Ecrits non fictionnels,littérature,40,", en plus dur , à celle qu' elle avait connue , et consciente de la situation , gagner sa vie grâce à des gens qui ne la gagnaient pas eux -mêmes . Sans doute , pas un",moment à soi,"entre l' épicerie , le café , la cuisine , où s' est mise à grandir une petite fille , née peu après l' installation dans la Vallée . Ouvrir de six heures du matin ( les",Sans,doute,",",pas,un,moment,à,soi,entre,l',épicerie,,,,,,,,,,,
863,S317,SOLLERS Philippe,Le Cœur absolu,1987,1987,Ecrits fictionnels,non renseigné,38,". Tout ce petit théâtre , donc , pour me faire sentir à quel point j' ai besoin de lui ... Technique classique : «  Vous savez qu' on dit beaucoup de mal de vous ? Je passe mon",temps à vous,"défendre . Tiens , pas plus tard qu' hier soir j' en suis sorti sur les genoux , quasiment aphone . Mais vous avez mauvaise mine , non ? Vous n' allez pas bien ? Dites : vous n' avez",vous,?,Je,passe,mon,temps,à,vous,défendre,.,Tiens,,,,,,,,,,,
864,S301,ORMESSON Jean d',Le Bonheur à San Miniato,1987,1987,Ecrits fictionnels,non renseigné,37,"Sablon et quelques autres . On avait parlé de l' Espagne , de Malraux , d' Hemingway , de Jessica . Un type assez grand était entré , suivi de toute une cour qui passait son",temps à lui,"cirer les pompes . C' était Jean Prouvost . Il dirigeait Paris - Soir . Kessel , qui le connaissait bien , l' avait invité à prendre un verre . Simon avait continué à",une,cour,qui,passait,son,temps,à,lui,cirer,les,pompes,,,,,,,,,,,
865,E121,NAVARRE Yves,"Romans, un roman",1988,1988,Ecrits fictionnels,littérature,83,", à ta santé et au service que tu vas me rendre si tu restes un jour , au moins un jour , ou bien deux , ce serait inespéré . Je voudrais tant que tu te plaises à la Finca . Le",temps pour nous,"de ... Je te le dirai là-bas .   » Henri , en posant son verre , le renverse . Le verre roule sur la table , tombe et se brise . «  Je suis ému .   » Le serveur nettoie la table d' un",à,la,Finca,.,Le,temps,pour,nous,de,...,Je,,,,,,,,,,,
866,E121,NAVARRE Yves,"Romans, un roman",1988,1988,Ecrits fictionnels,littérature,204,", les drummonds ont assassiné leur père . 12. «  Mon œil gauche , c' est la lune , mon œil droit , c' est le soleil , je suis comme le faucon qui couronne les dieux , je vois le",temps pour toi,", je te devance , je suis ton ombre . L' ombre d' une femme est signe de fécondité et l' ombre d' un homme c' est quoi ? » «  Je ne t' ai pas fait venir pour que tu me parles ainsi .  ",dieux,",",je,vois,le,temps,pour,toi,",",je,te,,,,,,,,,,,
867,E121,NAVARRE Yves,"Romans, un roman",1988,1988,Ecrits fictionnels,littérature,226,"tout oublié par indifférence . Il fallait bien , pour vous confondre et provoquer vos discordes , que nous vous ressemblions un peu . Le temps d' avoir quinze ans . Le",temps pour vous,"Autres d' avoir envie de vous entre-tuer  » . Trois heures de vol , nous atterrissons , des milliers de drummonds nous attendent . Pas un signe , pas un geste , pas un cri dans",avoir,quinze,ans,.,Le,temps,pour,vous,Autres,d',avoir,,,,,,,,,,,
868,E121,NAVARRE Yves,"Romans, un roman",1988,1988,Ecrits fictionnels,littérature,377,". Sa générosité ne lui donne -t-elle pas un droit de propriété ? Nous rentrons rue des Blancs - Manteaux . Sam est pressé , «  mais non , je peux rester , j' ai tout mon",temps pour moi,". Tu t' es réconcilié avec ton neveu ?   » La fureur est née de là . Le docteur Machin défend mes neveux et mes nièces . J' ai pourtant tout fait pour ne pas les accuser , les",",",j',ai,tout,mon,temps,pour,moi,.,Tu,t',oui,"récurrence de l'expression de la posession: ""mon temps pour moi""",temps,pour,moi,sing,1,sing,avoir,ind,non
869,E121,NAVARRE Yves,"Romans, un roman",1988,1988,Ecrits fictionnels,littérature,477,", les champs de maïs et de blettes , la voie ferrée désaffectée . Tu peux jouer à la toute grande bâtisse , un peu austère et sans histoire , à peine as -tu un siècle , le",temps pour nous,"de tout inventer et consommer , et tu es là , moche , une grande , belle , moche bâtisse , du très beau moche pour le siècle qui s' achevait . Tu peux faire semblant , je sais",-tu,un,siècle,",",le,temps,pour,nous,de,tout,inventer,,,,,,,,,,,
870,E073,MAURIAC Claude,L'Oncle Marcel,1988,1988,Ecrits non fictionnels,littérature,210,"de l' Athénée où j' essaye en vain de ressusciter Jouvet . Tribune à laquelle je me trouve , face à la salle où le public des générales d' autrefois efface un",moment pour moi,"les militants d' aujourd'hui . Invité à mon tour à parler , après tant d' autres , tout au long de cette journée organisée par SOS Racisme je le fais avec naturel ,",générales,d',autrefois,efface,un,moment,pour,moi,les,militants,d',non,,moment,pour,moi,sing,1,sing,,,
871,E073,MAURIAC Claude,L'Oncle Marcel,1988,1988,Ecrits non fictionnels,littérature,281,"aujourd'hui ( où se sont tues les prairies sans grillons , sans sauterelles et presque sans papillons ) . Mais si , il atteint aussi la nature , le temps des hommes ... Mais son",temps à elle,", où nous sommes immergés , ne subit , durant des millions d' années , aucune altération , il ne change pas plus que le nôtre , intérieur , immobile , étale , l' être si",des,hommes,...,Mais,son,temps,à,elle,",",où,nous,oui,,temps,à,elle,sing,3,sing,Ø,n/a,non
872,S412,BOBIN Christian,La Part manquante,1989,1989,Ecrits fictionnels,littérature,90,"de travail ou d' amour , au nom d' un intérêt plus grand peut-être , ou bien au nom de rien . Allez savoir . Vous vous faites confiance à ce sujet . Vous avez appris avec le",temps à vous,"donner du temps . Vous avez appris à rompre pour continuer , pour continuer à votre façon , à votre manière inventée et personnelle . Avec le temps vous n' aurez appris",Vous,avez,appris,avec,le,temps,à,vous,donner,du,temps,,,,,,,,,,,
873,R000,ROUBAUD Jacques,"Le Grand Incendie de Londres : récit, avec incises et bifurcations",1989,1989,Ecrits non fictionnels,littérature,290,"chevaux modernes que sont les voitures , pouvoir se le permettre sans dommage , c' est déjà ( et cela le deviendra de plus en plus ) un privilège . Cela signifie avoir assez de",temps à soi,", devant soi , pour traverser Paris en marchant jusqu' à un rendez-vous , disposer largement de ses horaires de travail pour que les moments des parcours puissent être",Cela,signifie,avoir,assez,de,temps,à,soi,",",devant,soi,oui,,temps,à,soi,sing,3,sing,avoir,inf,non
874,S249,PENNAC Daniel,La Petite marchande de prose,1989,1989,Ecrits fictionnels,littérature,25,"» ? Il se leva et atteignit la porte avant moi . I LE TABLIER DU BOUC , 2 2 - C' est la troisième fois que vous démissionnez ce mois -ci , Malaussène , je veux bien perdre cinq",minutes à vous,"remettre sur les rails , mais pas plus . - Pas même une seconde , Majesté , je démissionne : ça ne se négocie pas . J' avais déjà la main sur la poignée de sa porte . - Qui",je,veux,bien,perdre,cinq,minutes,à,vous,remettre,sur,les,non,,minute,à,vous,plur,2,?,,,
875,S249,PENNAC Daniel,La Petite marchande de prose,1989,1989,Ecrits fictionnels,littérature,207,"au regard intense . Flics et voyous évitaient de regarder le Vietnamien et l' enfant . - D' accord , les gars , on reprend tout à zéro , dit le premier inspecteur . - On a le",temps pour nous,", précisa le deuxième , dont la chemise tenait du kleenex usagé . - Nous , on s' en fout , approuva mollement le troisième . - On y va , fit le quatrième en jetant un gobelet",.,-,On,a,le,temps,pour,nous,",",précisa,le,oui,,temps,pour,nous,sing,1,plur,avoir,ind,non
876,E110,DOUBROVSKY Serge,Le Livre brisé,1989,1989,Ecrits fictionnels,littérature,78,"-je pour venir agiter ces ombres . J' oublie le magnétophone et l' entretien et tout . C' est ma voix à présent qui chevrote . Je dis , une impulsion subite , plus fort que moi ,",temps pour moi,"de partir . Je dois le laisser en paix , il se ratatine de nouveau sur sa chaise , se rencoquille dans sa carapace ridée , la fatigue , la mort envahissant son visage , une chose ,",plus,fort,que,moi,",",temps,pour,moi,de,partir,.,,,,,,,,,,,
877,E110,DOUBROVSKY Serge,Le Livre brisé,1989,1989,Ecrits fictionnels,littérature,163,"le récepteur , à mesure s' amplifie , en tête , j' ai un carillon de fête . — Pourquoi ne m' as -tu pas téléphoné ce matin ? — Impossible , au bureau , je n' ai pas eu une",minute à moi,", j' ai été présentée à tout le monde , les Stalker tenaient à ce que je rencontre le personnel londonien , et puis j' ai dû être mise au courant de toutes les activités",n',ai,pas,eu,une,minute,à,moi,",",j',ai,,,,,,,,,,,
878,E110,DOUBROVSKY Serge,Le Livre brisé,1989,1989,Ecrits fictionnels,littérature,291,après c' est le déjeuner après le déjeuner c' est la promenade de Monsieur sacrée au retour le Monde après la préparation des classes et MOI quand est -ce que tu as du,temps pour MOI,évident je réponds au petit déjeuner comme tu vois à déjeuner et à dîner elle s' emporte tu te prends pour un médecin tu reçois sur rendez-vous quand je suis triste,-ce,que,tu,as,du,temps,pour,MOI,évident,je,réponds,?,"usage non réflexif (""tu… temps pour MOI"")",temps,pour,MOI,sing,1,sing,,,
879,R134,GUIBERT Hervé,L'incognito,1989,1989,Ecrits fictionnels,non renseigné,212,", du Gitan ; elle me fit battre le cœur . Il était sorti de prison , au bout de deux ans et demi de détention . Il avait écrit une lettre à Gustave , elle avait mis un certain",temps à lui,"parvenir à Paris , le Gitan lui proposait d' y passer quelques jours . J' avais prédit cela : que le Gitan rappliquerait à Paris dès qu' il sortirait de prison , à mon",elle,avait,mis,un,certain,temps,à,lui,parvenir,à,Paris,,,,,,,,,,,
880,S325,KRISTEVA Julia,Les Samouraïs,1990,1990,Ecrits fictionnels,non renseigné,23,"et heures , ou bien en années , décennies , siècles . On pouvait penser qu' ils vivaient hors du temps , car le vrai temps est fait de jours , de nuits , de mois , de saisons . Leur",temps à eux,"était fragmenté ou infini , et c' est de là qu' ils s' insurgeaient contre le reste , la durée des conformistes . Chez Bréhal - elle y alla quand même , pour embêter Ivan - ,",",",de,saisons,.,Leur,temps,à,eux,était,fragmenté,ou,,,,,,,,,,,
